Year,Algeria,Angola,Benin,Botswana,Burkina Faso,Burundi,Cabo Verde,Cameroon,Central African Rep.,Chad,Comoros,Congo,Cote d'Ivoire,Dem. Rep. of the Congo,Djibouti,Egypt,Equatorial Guinea,Eritrea,Eswatini,Ethiopia,Fmr Sudan,Gabon,Gambia,Ghana,Guinea,Guinea-Bissau,Kenya,Lesotho,Liberia,Libya,Madagascar,Malawi,Mali,Mauritania,Mauritius,Morocco,Mozambique,Namibia,Niger,Nigeria,Rwanda,Senegal,Seychelles,Sierra Leone,Somalia,South Africa,South Sudan,Sudan,Togo,Tunisia,Uganda,United Rep. of Tanzania,Zambia,Zimbabwe,Year_Total,Percentage Change
2008,0.849219211,22.382523829,0.110161584,0.18391335700000003,0.062483769999999994,0.000121419,0.0,0.47919063700000003,0.021438597,0.041604208000000004,0.0,3.7317014100000003,0.07058041300000001,1.583860124,0.001791549,0.42893910300000004,2.267871882,0.002473851,0.011279708,0.08165617900000001,6.325889462,1.7926127509999998,0.003164165,0.09340031500000001,0.025302691,0.0012425620000000002,0.03472271699999999,0.001697862,0.005935699,2.588993333,0.065171536,0.008111324,0.06295157300000001,1.04413841,0.0057054950000000005,0.46105883599999997,0.125882374,0.28217809500000013,6.7877e-05,0.5083809810000001,0.029578975,0.004969956,0.003684019,0.0053166080000000004,0.00018856800000000001,4.309779843,0.0,0.0,0.030899652000000003,0.090308471,0.017060339000000004,0.131588471,0.5224979559999999,0.14821384400000007,51.041505590999996,50.514040651992254
2009,0.9466197900000001,14.675830701999999,0.093782107,0.065286578,0.11617519400000001,0.0009690769999999999,1.93e-07,0.39766776400000003,0.014645377999999999,0.065367344,2.496e-06,1.738812252,0.062760509,1.136447612,0.000109578,0.752542778,1.055071473,0.000422234,0.015107888000000002,0.21475555899999998,4.684821913000001,0.7138861099999999,0.006639505000000001,0.079622438,0.006239559000000002,0.001617183,0.029661843,0.001682823,0.003959133,3.173884051,0.054821973,0.016989942000000004,0.037048736,0.853928225,0.006025685,0.375013702,0.17755436899999996,0.31238101800000007,4.8017000000000005e-05,0.8965258330000001,0.025698019,0.041975233,3.1238e-05,0.010541269999999998,0.000550224,5.670122785,0.0,0.0,0.03637251699999999,0.10752372800000001,0.020103285999999998,0.195968354,1.272464335,0.14084982200000004,40.306929375,-21.03107283319008
2010,1.177317334,22.815049454,0.125631617,0.053365699999999995,0.12109443300000002,0.0034583960000000003,1.206e-05,0.460903575,0.025164045000000003,0.49579703999999997,2.4089e-05,3.122346533,0.110528625,2.505716427,0.0006907949999999999,0.9179301900000001,0.598657025,0.0010541209999999999,0.002504232,0.273970311,6.671907016,0.969744221,0.014998147,0.123382182,0.05499739700000001,0.0038628699999999996,0.039207733000000015,0.004528932,0.022482685,4.515614893000001,0.105382497,0.031475698,0.07041072,0.96703335,0.010099302,0.452321985,0.201077529,0.481495479,0.000170645,1.071622397,0.038673597000000004,0.05116011300000001,1.1281e-05,0.010770079,0.0016973020000000001,8.09582724,0.0,0.0,0.061619158,0.124900376,0.026567283000000004,0.406945183,2.57840733,0.246058323,60.265668944999994,49.5168941903553
2011,1.96088672,24.922180492,0.176474574,0.100667978,0.18240845100000003,0.013748215999999999,1.2062000000000002e-05,0.6629492349999999,0.028137864000000002,0.265318912,6.874e-06,4.672291086,0.162103105,3.161987572,0.000176023,1.518340176,1.6729474400000002,0.000870583,0.000343796,0.292059109,9.541533519000001,0.5779757240000001,0.054101422999999996,0.363184865,0.015567159,0.004112691000000001,0.059690991000000006,0.007410926,0.041244694000000005,2.0635752829999996,0.10338856,0.046036471999999995,0.149594717,1.517037125,0.009686572999999999,0.47562750300000006,0.257241199,0.224481187,0.0021051159999999998,1.583680065,0.07812935,0.068708685,0.00032169100000000003,0.028002729,0.005796227,12.495813857,0.0,0.0,0.076598624,0.219462498,0.040249339,0.48989690099999994,2.775940166,0.46405468600000005,73.634160813,22.182599317366638
2012,2.311905609,33.561896917,0.26153766700000003,0.119478885,0.23265631200000003,0.010677713,1.1150000000000001e-06,0.8904317710000001,0.048619399,0.220729086,6.181e-06,4.555407364,0.14255557199999996,3.5270951839999998,0.000617415,1.320736724,1.822803333,0.001259387,0.100381091,0.309365546,0.0,0.6180941680000002,0.084712711,0.6435479799999999,0.010994621999999999,0.006633460000000001,0.052407939,0.005417903,0.229945366,6.37590167,0.114442664,0.047503176,0.331685364,1.468673986,0.010713018,0.558415936,0.403320479,0.24126760200000003,0.03716347800000001,1.2737930100000001,0.07146545400000001,0.05135631500000001,0.00026271500000000006,0.502909238,0.003103929,10.320513921,0.499465321,1.554266756,0.08481130999999999,0.176976451,0.042874601,0.37928100200000003,2.686560295,0.584426601,78.91107071200001,7.16638831859735
2013,2.164546739,31.972669347000004,0.206006603,0.1938576,0.18689106100000002,0.009306831000000002,1.6e-07,0.36616854700000007,0.040649156,0.103500226,7.795000000000002e-06,5.712190624,0.257133042,2.7456551100000004,0.00027372700000000003,1.8516067600000001,2.46991795,0.050934222,0.115071552,0.31568755,0.0,0.898643501,0.077977808,1.203330219,0.084091702,0.016827743,0.052782890000000006,0.013412648999999999,0.16441751499999996,2.0389280039999997,0.17390631499999998,0.038420985000000005,0.152467771,1.7285216840000002,0.012868086000000003,0.53142815,0.454874745,0.257700065,0.015875365000000002,1.5466028800000002,0.108449744,0.039730171,0.000401846,1.452659069,0.016339551999999997,12.047235763,2.468344369,2.1000231680000003,0.117943633,0.17672945900000003,0.071925435,0.5525482450000001,3.0478662329999997,0.687838704,81.11318806999999,2.7906317049441576
2014,1.314681787,31.106015045999996,0.26663068700000003,0.21482093199999996,0.12390395,0.004143095000000002,3.0200000000000003e-06,0.6888768309999999,0.0292728,0.10834171000000001,8.95e-06,5.479017995,0.21599830600000003,2.815742108,0.0016849009999999997,1.159329156,3.217190248,0.32273329,0.046111006,0.48990461,0.0,1.607576573,0.037932266,1.452597286,0.041344714000000005,0.049956236,0.077033019,0.012080519000000001,0.28843857300000003,0.726370287,0.11809573200000001,0.03414295600000001,0.09565051699999999,1.170579521,0.014051339000000001,0.5179122110000001,1.6498050780000002,0.317341357,0.07907359799999998,2.658354827,0.09187160899999999,0.046996062000000005,0.000196653,1.683180238,0.029824358000000002,8.770889953,4.329242102,1.5212833369999998,0.166441462,0.21036742400000003,0.111569259,0.43590818000000003,3.071379646,0.8366330899999999,79.85853041,-1.546798603104138
2015,0.7673628940000001,16.001611383,0.07784943400000001,0.138734945,0.044064898,0.0028155389999999997,2.2606e-05,0.7816153440000001,0.026531972999999997,0.090692359,2.2210000000000002e-05,2.623858411,0.14410947799999999,2.6274273010000004,0.000898189,0.9178440800000001,1.1664964640000002,0.178730319,0.00028926399999999996,0.380349712,0.0,1.1001943410000001,0.055789251,1.2964706570000002,0.025933184,0.017812428,0.09874302400000001,0.012002781,0.172168095,0.95154955,0.171132242,0.029604640000000005,0.092988512,0.7180699469999999,0.015335043,0.521521041,0.45261605,0.21163375099999998,0.140993156,1.24070078,0.043535649999999995,0.11165984099999998,9.963800000000001e-05,0.164822246,0.02471152,7.420282077,2.32688667,0.72839354,0.21471290699999998,0.183799263,0.08558349200000001,0.3778442,1.7864762690000002,0.761400853,47.52679344199999,-40.486265902974075
2016,0.331886154,13.966117080000002,0.055392328000000005,0.062142098,0.013999131,0.002736689,8.328099999999999e-05,0.402230109,0.031565170000000004,0.114908269,1.3151e-05,2.333002484,0.101381256,2.084962098,0.0001341,0.553212429,0.631851506,0.175474877,0.000328349,0.419419894,0.0,1.439078974,0.090094547,1.3096498699999999,0.6300569410000001,0.000161227,0.09713549499999999,0.019643940000000002,0.048171157,0.345620186,0.160793418,0.026116888,0.09870124300000001,0.7475590540000001,0.019707669,0.5534567260000001,0.479356871,0.16578470900000003,0.12423612299999999,0.907008025,0.033140090999999997,0.161589461,7.489999999999999e-05,0.23955553300000001,0.010958159,6.812080906,1.459751408,0.504705986,0.105331515,0.138846826,0.037617419,0.315826807,2.183500684,0.726879971,41.27303318200001,-13.158388788908814
2017,0.448323792,20.698709466999997,0.091590374,0.033548493,0.020436214,0.006929048,8.01e-06,0.5085030580000001,0.028107918,0.279913925,3.7560000000000006e-05,3.962065354,0.15791,3.289989305,1.5498e-05,1.341934131,1.483835026,0.170690324,0.004337358999999999,0.357582736,0.0,2.293610995,0.099052161,1.852939054,1.4667534460000002,0.000402375,0.16682023999999998,0.024846786,0.028857194,1.362657776,0.227093068,0.027326144,0.067877242,0.786505331,0.022435009000000002,0.650597142,0.5287152190000001,0.297541347,0.099078835,1.6240496020000001,0.028879228000000003,0.149698902,0.001473781,0.33801777200000005,0.011803184,8.672254675,1.270049729,0.5907976589999999,0.073186663,0.198163138,0.033412539000000005,0.33585905000000005,3.122754433,0.8720296439999999,60.210006955,45.88219549916379
2018,1.178823679,25.652016497,0.04832448499999999,0.014229756,0.095735845,0.011931414999999999,0.000290464,1.095691368,0.054109277,0.093922218,2.7964999999999997e-05,6.702542008,0.25437739600000003,5.682944652000001,0.000204482,1.8345277210000002,2.131555877,0.31457795499999996,0.027459866,0.345312966,0.0,2.964328252,0.020062361,2.4261402559999996,2.2461477690000002,0.007638682000000002,0.174199705,0.03010386,0.089245393,4.742280287,0.21470658999999997,0.027355541,0.088509008,0.858209574,0.037456583,0.71106791,0.6513835830000001,0.502981416,0.17111315400000002,1.8589938739999998,0.039959232000000004,0.128508972,2.5219e-05,0.177190566,0.01655225,8.550852951000001,1.588451879,0.6700346180000001,0.14576183999999998,0.19496464900000002,0.047167395,0.393915222,4.1323845299999995,0.890332777,80.33663179000001,33.42737503757862
